combined,sentiment
"Awful service, totally disorganized staff. Half the menu unavailable. I love Cedele but I'll never visit this branch again.",1
Had a quick coffee break. Coffee was good it was freshly brewed. Cool environment.,4
Pretty bad service and food. For a place that is supposed to be known for breads it was hard and stale.,2
"Love their beetroot avacado sandwich.
Their roasted tomato capsicum soup is delicious!",5
Regular mall type pastry shop. Food quality okay since products are pricey... service staff doesn't interact to introduce products...,3
"Cedele always has very good carrot walnut cakes, yummy!",5
"Nice place to chill, good for tea time breaks.",4
"Good food at a reasonable price, efficient staff. The cakes are awesome.",5
Food is good and vegetarian options are available. Service standards can be improved.,4
Long black coffee dilute. Carrot cake is good!,4
Not really worth the money but not the worse soup I have taste,3
If you're looking for bad service. This is the place to be. If you're looking to pay for tasteless drinks. You're in the right branch.,5
Great selection of cakes. Nice ambience,5
Lots of seating available.,4
Cake and tea promo is a value for money. Cake slices are huge.,5
Kind of expensive but very nice! I like their nut milk selection and soups,4
Service at counter not good. Serving staff not attentive to customers. Seatind arrangement like canteen style,2
Good food but very small portions.,3
Nice cosy place to chill and have a cuppa tea or coffee.,4
Pretty cool place and plenty of seats to sit,4
Order wild mushrooms soup. Nice view,4
The menu look very miserable.,1
"I would say, decent food and service",4
Coffee is quite good. Good selection of cakes..,4
"Decent coffee ...always busy, nice pastries",4
Good eggs and bacon for breakfast. A little on the expensive side for what is.,4
Best places to eat healthy sandwiches and salads,5
they served quite decent breakfast,4
"One to avoid. Undrinkable espresso, had to take it back.",1
They have some really good and healthy options.,4
Quality of food has really deteriorated.,2
Always the best place for soups and sandwiches,5
Nice place for.coffee and chill,4
Canteen cup 👎� …,5
Not cheap... Feel thirsty after food.,3
Limited selection compared to other outlets,3
"Closes at 19:54, now a days, it seems.",3
Favourite coffee place...😁 …,5
Great coffee...overall OK,4
Excellent.carrot cake.and salads.,5
The eggless cake is too good,2
"Nice, quiet place to chill.",4
enjoy the healthy options menu,4
Good coffee. Chill vibe.,4
Convenient for business talk,4
Good ambience.,4
Good coffee tea,4
Nice coffee and cakes,4
.. $16.00 ..,1
Nice little cafe,4
Safe choice,5
Good is good,4
"(Translated by Google) I liked that it was clean and had a window.

(Original)
깨끗하고 창유리로 되어있어서 좋았어요.",4
"(Translated by Google) It has a neat interior. Great for a comfortable breakfast
You can eat salads by choosing what you like. …",5
(Translated by Google) It's the best set of the delicious black breakfast set lol …,5
"(Translated by Google) The radish walnut cake here is my favorite.

(Original)
这里的萝卜核桃蛋糕，是我的最爱。",5
"My go-to place for cakes and coffee. Love their walnut carrot cake here, moist and not overly sweetened. Perfect.
Sweet potato fries not as crunchy as I thought it would be. Pretty good to go with the bell pepper sauce though.",4
Used to be a regular at cedeles. Stopped going after some terrible customer service. Had problems with my membership points crediting and they literally took about 7 months to reply to my email. Decided to give it a shot again after a long …,1
"What a let down!!! Always enjoyed Cedele sandwiches at other outlets. First time having them at Great World last night. This was supposed to be a Smoked Salmon Avocado sandwich. Not only was it without the avocado, it was the most …",1
Try the ondeh ondeh cake! Wow. Wasn’t expecting much just wanted a fast meal and good coffee. But the service was great and the food nutritious and healthy. So we kept ordering and chatting ! Good menu and good portions too. Will be back! Do try it.,5
I have always liked cedele but the food at this outlet is disappointing. Had the ham cheese mushroom and spinach egg wrap. The mushroom and spinach was watery and the wrap was soggy.,2
"Wednesday after 2 pm, September 1st, 2021. Had latte, sugee cake and lemongrass tea. Attentive service. Friendly & very helpful staff. Would come back again. …",5
"This is by far the worst Cedele outlet I’ve been to. The service is non-existent. After I ordered, maybe 5 mins later, I asked whether we could change it to truffle fries. The cashier staff straight faced replied, “no, cooking already” …",1
"So Sweet and Nice Staff, which put a Happy Birthday plaque for my Birthday month Free Slice Cake!!",5
16 June 2022 - visited with 3 friends. Food was so so. Got confused by the online order because someone else had scanned the table qr code and added a latte to the table order before we arrived. …,1
Good food the only thing was the the kale and sweet potato hash was a tad on the small side and the raspberry sauce actually added 0 value... Other than that the dish was pretty amazing.... maybe slightly on the pricier side but good …,4
"Very disappointing experience. Firstly, the labelling on the menu was off - “Avo on Toast” was labelled as “vegan” but I was informed that it comes with 2 poached eggs. Then, the request to substitute the 2 eggs with sautéed mushrooms was …",1
"Beef steak? More like leaf steak :'(

My family has enjoyed having our meals at the other cedele outlets. However, at …",3
"Terrible service, the staff did not event look at you when you want to order. The food is expensive- a seafood pasta for $26 that only had 2 mussels and 3 prawns- but had 4 prawn head which one does not really eat. …",1
